Ekonomiskt bistånd
;;2014;2014;2014;2014;2014;2014;2014;2014;2014;2014;2014;2014;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2015;2016;2016;2016;2016;2016;2016;2016;2016;2016;2016;2016;2016;2017;2017;2017;2017;2017;2017;2017;2017;2017;2017;2017;2017
Region;Mått;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December;Januari;Februari;Mars;April;Maj;Juni;Juli;Augusti;September;Oktober;November;December
Stockholms län;Antal hushåll;19503;19556;19688;19916;19816;19659;19107;18802;18508;19920;19848;20194;19486;19786;19655;19581;19662;19685;19041;18949;18585;18869;18828;18973;18348;18293;18144;18320;18407;18418;17853;18011;17666;18000;18342;­­;­­;­­;18496;18718;18371;18229;17708;17999;17762;17992;­­;­­
Stockholms län;Utbetalt ekonomiskt bistånd tkr;151665;153465;155580;158300;155733;155444;150377;148534;146770;158745;157039;165377;153293;158835;158774;158012;159202;160363;153980;154540;152899;154028;153710;158763;151091;152996;150589;151957;153292;153973;146481;150673;147663;151542;154088;­­;­­;­­;156115;159623;155866;156303;151850;156714;152966;158534;­­;­­
Uppsala län;Antal hushåll;4064;4047;4088;4158;4111;4120;4126;4093;3963;3941;3957;4050;4078;4084;4093;4205;4141;4202;4145;4177;3999;4058;4050;4100;4104;4081;4056;4119;4088;4190;4180;4273;4211;4260;4367;­­;­­;­­;4618;4722;4754;4815;4726;4869;4796;4761;­­;­­
Uppsala län;Utbetalt ekonomiskt bistånd tkr;30313;30782;30808;31942;31043;31834;31506;31335;29993;30313;30123;30564;31247;31551;31443;31912;31498;32915;32004;31876;30686;31126;31435;31195;32032;32386;32029;32301;33008;34093;33411;33941;33026;34159;35484;­­;­­;­­;37522;39078;38289;40177;37404;39263;38502;38558;­­;­­
Södermanlands län;Antal hushåll;5135;5085;5097;5227;5204;5146;5060;5031;4843;4974;5067;5146;5144;5131;4724;5181;5126;5230;5075;5097;4793;4913;4976;4983;5072;4991;4916;4998;5015;4974;4764;4902;4541;4634;4728;­­;­­;­­;4810;4793;4750;4693;4554;4616;4452;4555;­­;­­
Södermanlands län;Utbetalt ekonomiskt bistånd tkr;33389;33686;34086;35416;34609;34881;32805;33014;31928;33193;33423;34948;33530;33765;30931;34158;33141;34770;32666;33701;32259;32821;33136;34330;34138;34936;34123;34845;35300;35285;32069;34444;31836;32648;33817;­­;­­;­­;34872;34753;34926;34444;32451;34098;32827;33748;­­;­­
Östergötlands län;Antal hushåll;7525;7455;7531;7661;7594;7673;7604;7458;7110;7166;7175;7413;7466;7353;7414;7451;7395;7531;7406;7292;7017;7037;7003;7190;7290;7245;7190;7235;7197;7287;7165;7195;6790;6788;6909;­­;­­;­­;7008;6966;6906;6900;6698;6735;6472;6535;­­;­­
Östergötlands län;Utbetalt ekonomiskt bistånd tkr;54189;52631;53175;56038;54422;55659;55773;54217;51722;52266;51567;53911;53441;52730;52795;53252;52782;54566;54017;52841;50920;51277;50511;52365;53458;54186;53206;54343;54112;55141;53023;54388;51451;51034;52191;­­;­­;­­;54591;55070;54104;54371;51368;54071;51205;52060;­­;­­
